system_name,edsm_status,direction,steps_from_edge,edge_number,family,subsector,mass_prefix,number
Pha Aeb UU-G b10-1,not_in_edsm,forward,1,0,Pha Aeb UU-G,UU-G,b10,1
Pha Aeb UU-G c10-1,not_in_edsm,forward,1,0,Pha Aeb UU-G,UU-G,c10,1
Pha Aeb UU-G d10-2,not_in_edsm,forward,1,1,Pha Aeb UU-G,UU-G,d10,2
Pha Aeb UU-P d5-1,not_in_edsm,forward,1,0,Pha Aeb UU-P,UU-P,d5,1
Pha Aeb UU-X c14-1,not_in_edsm,forward,1,0,Pha Aeb UU-X,UU-X,c14,1
Pha Aeb UU-X d1-1,not_in_edsm,forward,1,0,Pha Aeb UU-X,UU-X,d1,1
Pha Aeb UV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb UV-C,UV-C,c26,1
Pha Aeb UV-P b5-1,not_in_edsm,forward,1,0,Pha Aeb UV-P,UV-P,b5,1
Pha Aeb UV-X b14-1,not_in_edsm,forward,1,0,Pha Aeb UV-X,UV-X,b14,1
Pha Aeb UW-A c27-1,not_in_edsm,forward,1,0,Pha Aeb UW-A,UW-A,c27,1
Pha Aeb UW-E b11-1,not_in_edsm,forward,1,0,Pha Aeb UW-E,UW-E,b11,1
Pha Aeb UW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb UW-E,UW-E,c11,1
Pha Aeb UW-J c22-1,not_in_edsm,forward,1,0,Pha Aeb UW-J,UW-J,c22,1
Pha Aeb UW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb UW-N,UW-N,c6,1
Pha Aeb UW-S c17-1,not_in_edsm,forward,1,0,Pha Aeb UW-S,UW-S,c17,1
Pha Aeb UW-W c1-1,not_in_edsm,forward,1,0,Pha Aeb UW-W,UW-W,c1,1
Pha Aeb UX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb UX-L,UX-L,b7,1
Pha Aeb UX-L c7-1,not_in_edsm,forward,1,0,Pha Aeb UX-L,UX-L,c7,1
Pha Aeb UX-L d7-3,not_in_edsm,forward,1,2,Pha Aeb UX-L,UX-L,d7,3
Pha Aeb UX-T c3-1,not_in_edsm,forward,1,0,Pha Aeb UX-T,UX-T,c3,1
Pha Aeb UX-T d3-1,not_in_edsm,forward,1,0,Pha Aeb UX-T,UX-T,d3,1
Pha Aeb UX-U c2-1,not_in_edsm,forward,1,0,Pha Aeb UX-U,UX-U,c2,1
Pha Aeb UX-U d2-3,not_in_edsm,forward,1,2,Pha Aeb UX-U,UX-U,d2,3
Pha Aeb UX-X c28-1,not_in_edsm,forward,1,0,Pha Aeb UX-X,UX-X,c28,1
Pha Aeb UY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb UY-H,UY-H,c23,1
Pha Aeb UY-I c9-1,not_in_edsm,forward,1,0,Pha Aeb UY-I,UY-I,c9,1
Pha Aeb UY-I d9-1,not_in_edsm,forward,1,0,Pha Aeb UY-I,UY-I,d9,1
Pha Aeb UY-L b7-1,not_in_edsm,forward,1,0,Pha Aeb UY-L,UY-L,b7,1
Pha Aeb UY-R d4-1,not_in_edsm,forward,1,0,Pha Aeb UY-R,UY-R,d4,1
Pha Aeb UY-S c3-2,not_in_edsm,forward,1,1,Pha Aeb UY-S,UY-S,c3,2
Pha Aeb UY-S d3-4,not_in_edsm,forward,1,3,Pha Aeb UY-S,UY-S,d3,4
Pha Aeb UY-S e3-1,not_in_edsm,forward,1,0,Pha Aeb UY-S,UY-S,e3,1
Pha Aeb UY-U b2-1,not_in_edsm,forward,1,0,Pha Aeb UY-U,UY-U,b2,1
Pha Aeb UZ-G b10-1,not_in_edsm,forward,1,0,Pha Aeb UZ-G,UZ-G,b10,1
Pha Aeb UZ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb UZ-G,UZ-G,c10,1
Pha Aeb UZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb UZ-O,UZ-O,c19,1
Pha Aeb UZ-P d5-1,not_in_edsm,forward,1,0,Pha Aeb UZ-P,UZ-P,d5,1
Pha Aeb UZ-S c3-1,not_in_edsm,forward,1,0,Pha Aeb UZ-S,UZ-S,c3,1
Pha Aeb UZ-X c14-1,not_in_edsm,forward,1,0,Pha Aeb UZ-X,UZ-X,c14,1
Pha Aeb VA-D c26-1,not_in_edsm,forward,1,0,Pha Aeb VA-D,VA-D,c26,1
Pha Aeb VA-F d11-3,not_in_edsm,forward,1,2,Pha Aeb VA-F,VA-F,d11,3
Pha Aeb VA-N d7-1,not_in_edsm,forward,1,0,Pha Aeb VA-N,VA-N,d7,1
Pha Aeb VA-W c15-1,not_in_edsm,forward,1,0,Pha Aeb VA-W,VA-W,c15,1
Pha Aeb VB-B c27-1,not_in_edsm,forward,1,0,Pha Aeb VB-B,VB-B,c27,1
Pha Aeb VB-F c11-1,not_in_edsm,forward,1,0,Pha Aeb VB-F,VB-F,c11,1
Pha Aeb VB-O b6-1,not_in_edsm,forward,1,0,Pha Aeb VB-O,VB-O,b6,1
Pha Aeb VB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb VB-O,VB-O,c6,1
Pha Aeb VB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb VB-X,VB-X,c1,1
Pha Aeb VC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb VC-D,VC-D,c12,1
Pha Aeb VC-I c23-1,not_in_edsm,forward,1,0,Pha Aeb VC-I,VC-I,c23,1
Pha Aeb VC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb VC-M,VC-M,c7,1
Pha Aeb VC-V b2-1,not_in_edsm,forward,1,0,Pha Aeb VC-V,VC-V,b2,1
Pha Aeb VC-V c2-1,not_in_edsm,forward,1,0,Pha Aeb VC-V,VC-V,c2,1
Pha Aeb VC-V d2-2,not_in_edsm,forward,1,1,Pha Aeb VC-V,VC-V,d2,2
Pha Aeb VC-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb VC-Z,VC-Z,c27,1
Pha Aeb VD-J d9-1,not_in_edsm,forward,1,0,Pha Aeb VD-J,VD-J,d9,1
Pha Aeb VD-K b8-1,not_in_edsm,forward,1,0,Pha Aeb VD-K,VD-K,b8,1
Pha Aeb VD-K c8-1,not_in_edsm,forward,1,0,Pha Aeb VD-K,VD-K,c8,1
Pha Aeb VD-K d8-2,not_in_edsm,forward,1,1,Pha Aeb VD-K,VD-K,d8,2
Pha Aeb VD-S c4-1,not_in_edsm,forward,1,0,Pha Aeb VD-S,VD-S,c4,1
Pha Aeb VD-S d4-1,not_in_edsm,forward,1,0,Pha Aeb VD-S,VD-S,d4,1
Pha Aeb VD-T b3-1,not_in_edsm,forward,1,0,Pha Aeb VD-T,VD-T,b3,1
Pha Aeb VD-T c3-2,not_in_edsm,forward,1,1,Pha Aeb VD-T,VD-T,c3,2
Pha Aeb VD-T d3-3,not_in_edsm,forward,1,2,Pha Aeb VD-T,VD-T,d3,3
Pha Aeb VD-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb VD-Z,VD-Z,c27,1
Pha Aeb VE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb VE-G,VE-G,c24,1
Pha Aeb VE-H c10-1,not_in_edsm,forward,1,0,Pha Aeb VE-H,VE-H,c10,1
Pha Aeb VE-H d10-1,not_in_edsm,forward,1,0,Pha Aeb VE-H,VE-H,d10,1
Pha Aeb VE-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb VE-Q,VE-Q,c5,1
Pha Aeb VE-R c4-2,not_in_edsm,forward,1,1,Pha Aeb VE-R,VE-R,c4,2
Pha Aeb VE-R d4-5,not_in_edsm,forward,1,4,Pha Aeb VE-R,VE-R,d4,5
Pha Aeb VE-R e4-1,not_in_edsm,forward,1,0,Pha Aeb VE-R,VE-R,e4,1
Pha Aeb VE-T b3-1,not_in_edsm,forward,1,0,Pha Aeb VE-T,VE-T,b3,1
Pha Aeb VF-F b11-1,not_in_edsm,forward,1,0,Pha Aeb VF-F,VF-F,b11,1
Pha Aeb VF-F c11-1,not_in_edsm,forward,1,0,Pha Aeb VF-F,VF-F,c11,1
Pha Aeb VF-F d11-2,not_in_edsm,forward,1,1,Pha Aeb VF-F,VF-F,d11,2
Pha Aeb VF-N c20-1,not_in_edsm,forward,1,0,Pha Aeb VF-N,VF-N,c20,1
Pha Aeb VF-R c4-1,not_in_edsm,forward,1,0,Pha Aeb VF-R,VF-R,c4,1
Pha Aeb VF-W c15-1,not_in_edsm,forward,1,0,Pha Aeb VF-W,VF-W,c15,1
Pha Aeb VG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb VG-B,VG-B,c27,1
Pha Aeb VG-U c16-1,not_in_edsm,forward,1,0,Pha Aeb VG-U,VG-U,c16,1
Pha Aeb VG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb VG-X,VG-X,c1,1
Pha Aeb VH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb VH-D,VH-D,c12,1
Pha Aeb VH-I c23-1,not_in_edsm,forward,1,0,Pha Aeb VH-I,VH-I,c23,1
Pha Aeb VH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb VH-M,VH-M,c7,1
Pha Aeb VH-U c16-1,not_in_edsm,forward,1,0,Pha Aeb VH-U,VH-U,c16,1
Pha Aeb VH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb VH-V,VH-V,c2,1
Pha Aeb VH-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb VH-Z,VH-Z,c27,1
Pha Aeb VI-B b13-1,not_in_edsm,forward,1,0,Pha Aeb VI-B,VI-B,b13,1
Pha Aeb VI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb VI-B,VI-B,c13,1
Pha Aeb VI-K b8-1,not_in_edsm,forward,1,0,Pha Aeb VI-K,VI-K,b8,1
Pha Aeb VI-K c8-1,not_in_edsm,forward,1,0,Pha Aeb VI-K,VI-K,c8,1
Pha Aeb VI-K d8-2,not_in_edsm,forward,1,1,Pha Aeb VI-K,VI-K,d8,2
Pha Aeb VI-T d3-2,not_in_edsm,forward,1,1,Pha Aeb VI-T,VI-T,d3,2
Pha Aeb VI-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VI-X,VI-X,c28,1
Pha Aeb VJ-H c10-1,not_in_edsm,forward,1,0,Pha Aeb VJ-H,VJ-H,c10,1
Pha Aeb VJ-I b9-1,not_in_edsm,forward,1,0,Pha Aeb VJ-I,VJ-I,b9,1
Pha Aeb VJ-I c9-1,not_in_edsm,forward,1,0,Pha Aeb VJ-I,VJ-I,c9,1
Pha Aeb VJ-I d9-3,not_in_edsm,forward,1,2,Pha Aeb VJ-I,VJ-I,d9,3
Pha Aeb VJ-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb VJ-Q,VJ-Q,c5,1
Pha Aeb VJ-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb VJ-Q,VJ-Q,d5,1
Pha Aeb VJ-R b4-1,not_in_edsm,forward,1,0,Pha Aeb VJ-R,VJ-R,b4,1
Pha Aeb VJ-R c4-1,not_in_edsm,forward,1,0,Pha Aeb VJ-R,VJ-R,c4,1
Pha Aeb VJ-R d4-3,not_in_edsm,forward,1,2,Pha Aeb VJ-R,VJ-R,d4,3
Pha Aeb VJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VJ-X,VJ-X,c28,1
Pha Aeb VK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb VK-E,VK-E,c25,1
Pha Aeb VK-F c11-1,not_in_edsm,forward,1,0,Pha Aeb VK-F,VK-F,c11,1
Pha Aeb VK-F d11-1,not_in_edsm,forward,1,0,Pha Aeb VK-F,VK-F,d11,1
Pha Aeb VK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb VK-N,VK-N,c20,1
Pha Aeb VK-O d6-1,not_in_edsm,forward,1,0,Pha Aeb VK-O,VK-O,d6,1
Pha Aeb VK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb VK-R,VK-R,c4,1
Pha Aeb VL-L c21-1,not_in_edsm,forward,1,0,Pha Aeb VL-L,VL-L,c21,1
Pha Aeb VL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb VL-P,VL-P,c5,1
Pha Aeb VL-U c16-1,not_in_edsm,forward,1,0,Pha Aeb VL-U,VL-U,c16,1
Pha Aeb VM-V c2-1,not_in_edsm,forward,1,0,Pha Aeb VM-V,VM-V,c2,1
Pha Aeb VM-W b1-1,not_in_edsm,forward,1,0,Pha Aeb VM-W,VM-W,b1,1
Pha Aeb VM-W c1-2,not_in_edsm,forward,1,1,Pha Aeb VM-W,VM-W,c1,2
Pha Aeb VM-W d1-4,not_in_edsm,forward,1,3,Pha Aeb VM-W,VM-W,d1,4
Pha Aeb VM-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb VM-Z,VM-Z,c27,1
Pha Aeb VN-B b13-1,not_in_edsm,forward,1,0,Pha Aeb VN-B,VN-B,b13,1
Pha Aeb VN-B c13-1,not_in_edsm,forward,1,0,Pha Aeb VN-B,VN-B,c13,1
Pha Aeb VN-K c8-1,not_in_edsm,forward,1,0,Pha Aeb VN-K,VN-K,c8,1
Pha Aeb VN-K d8-1,not_in_edsm,forward,1,0,Pha Aeb VN-K,VN-K,d8,1
Pha Aeb VN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb VN-S,VN-S,c17,1
Pha Aeb VN-T c3-1,not_in_edsm,forward,1,0,Pha Aeb VN-T,VN-T,c3,1
Pha Aeb VN-T d3-1,not_in_edsm,forward,1,0,Pha Aeb VN-T,VN-T,d3,1
Pha Aeb VN-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VN-X,VN-X,c28,1
Pha Aeb VO-H d10-1,not_in_edsm,forward,1,0,Pha Aeb VO-H,VO-H,d10,1
Pha Aeb VO-I c9-1,not_in_edsm,forward,1,0,Pha Aeb VO-I,VO-I,c9,1
Pha Aeb VO-I d9-1,not_in_edsm,forward,1,0,Pha Aeb VO-I,VO-I,d9,1
Pha Aeb VO-R c4-1,not_in_edsm,forward,1,0,Pha Aeb VO-R,VO-R,c4,1
Pha Aeb VO-R d4-2,not_in_edsm,forward,1,1,Pha Aeb VO-R,VO-R,d4,2
Pha Aeb VO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VO-X,VO-X,c28,1
Pha Aeb VO-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb VO-Z,VO-Z,b13,1
Pha Aeb VO-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb VO-Z,VO-Z,c13,1
Pha Aeb VO-Z d13-5,not_in_edsm,forward,1,4,Pha Aeb VO-Z,VO-Z,d13,5
Pha Aeb VP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb VP-E,VP-E,c25,1
Pha Aeb VP-G b10-1,not_in_edsm,forward,1,0,Pha Aeb VP-G,VP-G,b10,1
Pha Aeb VP-G c10-1,not_in_edsm,forward,1,0,Pha Aeb VP-G,VP-G,c10,1
Pha Aeb VP-G d10-4,not_in_edsm,forward,1,3,Pha Aeb VP-G,VP-G,d10,4
Pha Aeb VQ-C c26-1,not_in_edsm,forward,1,0,Pha Aeb VQ-C,VQ-C,c26,1
Pha Aeb VQ-D d12-2,not_in_edsm,forward,1,1,Pha Aeb VQ-D,VQ-D,d12,2
Pha Aeb VQ-G b10-1,not_in_edsm,forward,1,0,Pha Aeb VQ-G,VQ-G,b10,1
Pha Aeb VQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb VQ-G,VQ-G,c10,1
Pha Aeb VQ-L c21-1,not_in_edsm,forward,1,0,Pha Aeb VQ-L,VQ-L,c21,1
Pha Aeb VQ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb VQ-P,VQ-P,b5,1
Pha Aeb VQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb VQ-P,VQ-P,c5,1
Pha Aeb VR-J c22-1,not_in_edsm,forward,1,0,Pha Aeb VR-J,VR-J,c22,1
Pha Aeb VR-N c6-1,not_in_edsm,forward,1,0,Pha Aeb VR-N,VR-N,c6,1
Pha Aeb VR-V c2-1,not_in_edsm,forward,1,0,Pha Aeb VR-V,VR-V,c2,1
Pha Aeb VR-W b1-1,not_in_edsm,forward,1,0,Pha Aeb VR-W,VR-W,b1,1
Pha Aeb VR-W c1-1,not_in_edsm,forward,1,0,Pha Aeb VR-W,VR-W,c1,1
Pha Aeb VR-W d1-3,not_in_edsm,forward,1,2,Pha Aeb VR-W,VR-W,d1,3
Pha Aeb VR-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb VR-Z,VR-Z,c27,1
Pha Aeb VS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb VS-J,VS-J,c22,1
Pha Aeb VS-K c8-1,not_in_edsm,forward,1,0,Pha Aeb VS-K,VS-K,c8,1
Pha Aeb VS-T b3-1,not_in_edsm,forward,1,0,Pha Aeb VS-T,VS-T,b3,1
Pha Aeb VS-T c3-1,not_in_edsm,forward,1,0,Pha Aeb VS-T,VS-T,c3,1
Pha Aeb VS-T d3-1,not_in_edsm,forward,1,0,Pha Aeb VS-T,VS-T,d3,1
Pha Aeb VS-U b2-1,not_in_edsm,forward,1,0,Pha Aeb VS-U,VS-U,b2,1
Pha Aeb VS-U c2-3,not_in_edsm,forward,1,2,Pha Aeb VS-U,VS-U,c2,3
Pha Aeb VS-U d2-4,not_in_edsm,forward,1,3,Pha Aeb VS-U,VS-U,d2,4
Pha Aeb VS-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VS-X,VS-X,c28,1
Pha Aeb VT-I c9-1,not_in_edsm,forward,1,0,Pha Aeb VT-I,VT-I,c9,1
Pha Aeb VT-I d9-1,not_in_edsm,forward,1,0,Pha Aeb VT-I,VT-I,d9,1
Pha Aeb VT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb VT-Q,VT-Q,c18,1
Pha Aeb VT-R c4-1,not_in_edsm,forward,1,0,Pha Aeb VT-R,VT-R,c4,1
Pha Aeb VT-R d4-2,not_in_edsm,forward,1,1,Pha Aeb VT-R,VT-R,d4,2
Pha Aeb VT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VT-X,VT-X,c28,1
Pha Aeb VT-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb VT-Z,VT-Z,c13,1
Pha Aeb VT-Z d13-4,not_in_edsm,forward,1,3,Pha Aeb VT-Z,VT-Z,d13,4
Pha Aeb VU-E c25-1,not_in_edsm,forward,1,0,Pha Aeb VU-E,VU-E,c25,1
Pha Aeb VU-F d11-1,not_in_edsm,forward,1,0,Pha Aeb VU-F,VU-F,d11,1
Pha Aeb VU-G c10-1,not_in_edsm,forward,1,0,Pha Aeb VU-G,VU-G,c10,1
Pha Aeb VU-G d10-3,not_in_edsm,forward,1,2,Pha Aeb VU-G,VU-G,d10,3
Pha Aeb VU-P c5-1,not_in_edsm,forward,1,0,Pha Aeb VU-P,VU-P,c5,1
Pha Aeb VU-P d5-2,not_in_edsm,forward,1,1,Pha Aeb VU-P,VU-P,d5,2
Pha Aeb VU-X c14-1,not_in_edsm,forward,1,0,Pha Aeb VU-X,VU-X,c14,1
Pha Aeb VV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb VV-C,VV-C,c26,1
Pha Aeb VV-X b14-1,not_in_edsm,forward,1,0,Pha Aeb VV-X,VV-X,b14,1
Pha Aeb VW-A c27-1,not_in_edsm,forward,1,0,Pha Aeb VW-A,VW-A,c27,1
Pha Aeb VW-E b11-1,not_in_edsm,forward,1,0,Pha Aeb VW-E,VW-E,b11,1
Pha Aeb VW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb VW-E,VW-E,c11,1
Pha Aeb VW-J c22-1,not_in_edsm,forward,1,0,Pha Aeb VW-J,VW-J,c22,1
Pha Aeb VW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb VW-N,VW-N,c6,1
Pha Aeb VW-S c17-1,not_in_edsm,forward,1,0,Pha Aeb VW-S,VW-S,c17,1
Pha Aeb VW-W c1-1,not_in_edsm,forward,1,0,Pha Aeb VW-W,VW-W,c1,1
Pha Aeb VX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb VX-L,VX-L,b7,1
Pha Aeb VX-L c7-1,not_in_edsm,forward,1,0,Pha Aeb VX-L,VX-L,c7,1
Pha Aeb VX-L d7-3,not_in_edsm,forward,1,2,Pha Aeb VX-L,VX-L,d7,3
Pha Aeb VX-T c3-1,not_in_edsm,forward,1,0,Pha Aeb VX-T,VX-T,c3,1
Pha Aeb VX-T d3-1,not_in_edsm,forward,1,0,Pha Aeb VX-T,VX-T,d3,1
Pha Aeb VX-U b2-1,not_in_edsm,forward,1,0,Pha Aeb VX-U,VX-U,b2,1
Pha Aeb VX-U c2-1,not_in_edsm,forward,1,0,Pha Aeb VX-U,VX-U,c2,1
Pha Aeb VX-U d2-3,not_in_edsm,forward,1,2,Pha Aeb VX-U,VX-U,d2,3
Pha Aeb VX-X c28-1,not_in_edsm,forward,1,0,Pha Aeb VX-X,VX-X,c28,1
Pha Aeb VY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb VY-H,VY-H,c23,1
Pha Aeb VY-I c9-1,not_in_edsm,forward,1,0,Pha Aeb VY-I,VY-I,c9,1
Pha Aeb VY-I d9-1,not_in_edsm,forward,1,0,Pha Aeb VY-I,VY-I,d9,1
Pha Aeb VY-R c4-1,not_in_edsm,forward,1,0,Pha Aeb VY-R,VY-R,c4,1
Pha Aeb VY-R d4-1,not_in_edsm,forward,1,0,Pha Aeb VY-R,VY-R,d4,1
Pha Aeb VY-S b3-1,not_in_edsm,forward,1,0,Pha Aeb VY-S,VY-S,b3,1
Pha Aeb VY-S c3-2,not_in_edsm,forward,1,1,Pha Aeb VY-S,VY-S,c3,2
Pha Aeb VY-S d3-5,not_in_edsm,forward,1,4,Pha Aeb VY-S,VY-S,d3,5
Pha Aeb VY-S e3-1,not_in_edsm,forward,1,0,Pha Aeb VY-S,VY-S,e3,1
Pha Aeb VY-U b2-1,not_in_edsm,forward,1,0,Pha Aeb VY-U,VY-U,b2,1
Pha Aeb VZ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb VZ-G,VZ-G,c10,1
Pha Aeb VZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb VZ-O,VZ-O,c19,1
Pha Aeb VZ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb VZ-P,VZ-P,b5,1
Pha Aeb VZ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb VZ-P,VZ-P,c5,1
Pha Aeb VZ-P d5-1,not_in_edsm,forward,1,0,Pha Aeb VZ-P,VZ-P,d5,1
Pha Aeb VZ-S c3-1,not_in_edsm,forward,1,0,Pha Aeb VZ-S,VZ-S,c3,1
Pha Aeb VZ-X c14-1,not_in_edsm,forward,1,0,Pha Aeb VZ-X,VZ-X,c14,1
Pha Aeb WA-D c26-1,not_in_edsm,forward,1,0,Pha Aeb WA-D,WA-D,c26,1
Pha Aeb WA-F c11-1,not_in_edsm,forward,1,0,Pha Aeb WA-F,WA-F,c11,1
Pha Aeb WA-F d11-1,not_in_edsm,forward,1,0,Pha Aeb WA-F,WA-F,d11,1
Pha Aeb WA-T b3-1,not_in_edsm,forward,1,0,Pha Aeb WA-T,WA-T,b3,1
Pha Aeb WA-W b15-1,not_in_edsm,forward,1,0,Pha Aeb WA-W,WA-W,b15,1
Pha Aeb WA-W c15-1,not_in_edsm,forward,1,0,Pha Aeb WA-W,WA-W,c15,1
Pha Aeb WB-B c27-1,not_in_edsm,forward,1,0,Pha Aeb WB-B,WB-B,c27,1
Pha Aeb WB-C c13-1,not_in_edsm,forward,1,0,Pha Aeb WB-C,WB-C,c13,1
Pha Aeb WB-F b11-1,not_in_edsm,forward,1,0,Pha Aeb WB-F,WB-F,b11,1
Pha Aeb WB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb WB-O,WB-O,c6,1
Pha Aeb WB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb WB-X,WB-X,c1,1
Pha Aeb WC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb WC-D,WC-D,c12,1
Pha Aeb WC-I c23-1,not_in_edsm,forward,1,0,Pha Aeb WC-I,WC-I,c23,1
Pha Aeb WC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb WC-M,WC-M,c7,1
Pha Aeb WC-V d2-1,not_in_edsm,forward,1,0,Pha Aeb WC-V,WC-V,d2,1
Pha Aeb WC-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb WC-Z,WC-Z,c27,1
Pha Aeb WD-K b8-1,not_in_edsm,forward,1,0,Pha Aeb WD-K,WD-K,b8,1
Pha Aeb WD-K c8-1,not_in_edsm,forward,1,0,Pha Aeb WD-K,WD-K,c8,1
Pha Aeb WD-K d8-3,not_in_edsm,forward,1,2,Pha Aeb WD-K,WD-K,d8,3
Pha Aeb WD-S c4-1,not_in_edsm,forward,1,0,Pha Aeb WD-S,WD-S,c4,1
Pha Aeb WD-S d4-1,not_in_edsm,forward,1,0,Pha Aeb WD-S,WD-S,d4,1
Pha Aeb WD-T b3-1,not_in_edsm,forward,1,0,Pha Aeb WD-T,WD-T,b3,1
Pha Aeb WD-T c3-1,not_in_edsm,forward,1,0,Pha Aeb WD-T,WD-T,c3,1
Pha Aeb WD-T d3-3,not_in_edsm,forward,1,2,Pha Aeb WD-T,WD-T,d3,3
Pha Aeb WE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb WE-G,WE-G,c24,1
Pha Aeb WE-H c10-1,not_in_edsm,forward,1,0,Pha Aeb WE-H,WE-H,c10,1
Pha Aeb WE-H d10-1,not_in_edsm,forward,1,0,Pha Aeb WE-H,WE-H,d10,1
Pha Aeb WE-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb WE-Q,WE-Q,d5,1
Pha Aeb WE-R b4-1,not_in_edsm,forward,1,0,Pha Aeb WE-R,WE-R,b4,1
Pha Aeb WE-R c4-2,not_in_edsm,forward,1,1,Pha Aeb WE-R,WE-R,c4,2
Pha Aeb WE-R d4-6,not_in_edsm,forward,1,5,Pha Aeb WE-R,WE-R,d4,6
Pha Aeb WE-R e4-1,not_in_edsm,forward,1,0,Pha Aeb WE-R,WE-R,e4,1
Pha Aeb WF-D c26-1,not_in_edsm,forward,1,0,Pha Aeb WF-D,WF-D,c26,1
Pha Aeb WF-F d11-2,not_in_edsm,forward,1,1,Pha Aeb WF-F,WF-F,d11,2
Pha Aeb WF-N c20-1,not_in_edsm,forward,1,0,Pha Aeb WF-N,WF-N,c20,1
Pha Aeb WF-O c6-1,not_in_edsm,forward,1,0,Pha Aeb WF-O,WF-O,c6,1
Pha Aeb WF-R c4-1,not_in_edsm,forward,1,0,Pha Aeb WF-R,WF-R,c4,1
Pha Aeb WF-W c15-1,not_in_edsm,forward,1,0,Pha Aeb WF-W,WF-W,c15,1
Pha Aeb WG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb WG-B,WG-B,c27,1
Pha Aeb WG-U c16-1,not_in_edsm,forward,1,0,Pha Aeb WG-U,WG-U,c16,1
Pha Aeb WG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb WG-X,WG-X,c1,1
Pha Aeb WH-D b12-1,not_in_edsm,forward,1,0,Pha Aeb WH-D,WH-D,b12,1
Pha Aeb WH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb WH-D,WH-D,c12,1
Pha Aeb WH-I c23-1,not_in_edsm,forward,1,0,Pha Aeb WH-I,WH-I,c23,1
Pha Aeb WH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb WH-M,WH-M,c7,1
Pha Aeb WH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb WH-V,WH-V,c2,1
Pha Aeb WH-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb WH-Z,WH-Z,c27,1
